facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,hospital_rank_in_state,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,deviation_from_national,state_avg_ratio,estimated_penalty_cost,readmission_rate,penalty_cost,risk_score,improvement_rate
240014,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,32,0.9467,16.6966,17.6363,-0.0533,0.9758,0,94.53,0.00,45.6,-5.33
240014,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,17,0.9814,12.3815,12.616,-0.0186,0.9697,0,97.99,0.00,48.5,-1.86
240018,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,11,1.0007,18.5583,18.5452,0.0007,0.9758,69.96,99.93,69.96,50.1,0.07
240018,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,13,0.9995,14.8025,14.8092,-0.0005,0.9697,0,99.80,0.00,50.0,-0.05
240020,MN,COPD,READM-30-COPD-HRRP,LOW,f,18,0.9746,16.7766,17.213,-0.0254,0.9851,0,97.35,0.00,47.9,-2.54
240020,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,24,0.9745,16.6063,17.04,-0.0255,0.9758,0,97.31,0.00,47.9,-2.55
240020,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,12,0.9775,6.1156,6.2562,-0.0225,0.9868,0,97.36,0.00,48.1,-2.25
240020,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,8,1.0137,13.731,13.5452,0.0137,0.9697,1369.27,101.22,1369.27,51.1,1.37
240022,MN,COPD,READM-30-COPD-HRRP,LOW,f,23,0.954,18.2565,19.1368,-0.046,0.9851,0,95.29,0.00,46.2,-4.60
240022,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,33,0.9465,18.8716,19.9373,-0.0535,0.9758,0,94.51,0.00,45.5,-5.35
240022,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,16,0.9854,15.0213,15.2432,-0.0146,0.9697,0,98.39,0.00,48.8,-1.46
240030,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,7,1.0159,16.7345,16.472,0.0159,0.9851,1589.15,101.48,1589.15,51.3,1.59
240030,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,36,0.9379,17.5249,18.6851,-0.0621,0.9758,0,93.66,0.00,44.8,-6.21
240030,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,17,0.9216,4.8375,5.2491,-0.0784,0.9868,0,91.79,0.00,43.5,-7.84
240030,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,12,1.0046,14.4245,14.3592,0.0046,0.9697,459.76,100.31,459.76,50.4,0.45
240036,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,13,0.9566,12.138,12.6892,-0.0434,0.9723,0,95.49,0.00,46.4,-4.34
240036,MN,CABG,READM-30-CABG-HRRP,LOW,f,7,0.9549,9.9189,10.3871,-0.0451,0.9862,0,95.32,0.00,46.2,-4.51
240036,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,5,1.0291,18.3292,17.8116,0.0291,0.9851,2908.45,102.79,2908.45,52.4,2.91
240036,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,41,0.8945,17.5109,19.5755,-0.1055,0.9758,0,89.32,0.00,41.2,-10.55
240036,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,16,0.9365,6.2647,6.6897,-0.0635,0.9868,0,93.28,0.00,44.7,-6.35
240036,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,42,0.8797,14.5291,16.5163,-0.1203,0.9697,0,87.84,0.00,40.0,-12.03
240038,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,6,0.9963,13.105,13.1541,-0.0037,0.9723,0,99.46,0.00,49.7,-0.37
240038,MN,CABG,READM-30-CABG-HRRP,MEDIUM,t,5,1.0018,9.6439,9.6264,0.0018,0.9862,179.9,100.00,179.90,50.2,0.18
240038,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,10,1.0032,18.3191,18.2615,0.0032,0.9851,319.83,100.21,319.83,50.3,0.32
240038,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,2,1.09,20.6965,18.9869,0.09,0.9758,8995.22,108.84,8995.22,57.5,9.00
240038,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,2,1.2277,7.1057,5.788,0.2277,0.9868,22757.89,122.28,22757.89,69.0,22.77
240038,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,38,0.915,13.7245,15,-0.085,0.9697,0,91.36,0.00,42.9,-8.50
240040,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,19,0.9874,18.1696,18.4018,-0.0126,0.9758,0,98.60,0.00,49.0,-1.26
240040,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,22,0.973,14.4528,14.8541,-0.027,0.9697,0,97.16,0.00,47.8,-2.70
240043,MN,COPD,READM-30-COPD-HRRP,LOW,f,25,0.9497,18.5691,19.5526,-0.0503,0.9851,0,94.86,0.00,45.8,-5.03
240043,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,30,0.9511,19.1795,20.1663,-0.0489,0.9758,0,94.97,0.00,45.9,-4.89
240043,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,3,1.1501,7.8411,6.8177,0.1501,0.9868,15002.02,114.55,15002.02,62.5,15.01
240043,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,39,0.9126,14.3309,15.7029,-0.0874,0.9697,0,91.12,0.00,42.7,-8.74
240044,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,39,0.9302,14.8166,15.9281,-0.0698,0.9758,0,92.89,0.00,44.2,-6.98
240044,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,24,0.9719,11.808,12.1496,-0.0281,0.9697,0,97.05,0.00,47.7,-2.81
240047,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,8,0.9828,11.0177,11.2104,-0.0172,0.9723,0,98.11,0.00,48.6,-1.72
240047,MN,CABG,READM-30-CABG-HRRP,LOW,f,8,0.9526,8.7011,9.1336,-0.0474,0.9862,0,95.09,0.00,46.1,-4.74
240047,MN,COPD,READM-30-COPD-HRRP,LOW,f,29,0.9404,15.7679,16.7671,-0.0596,0.9851,0,93.93,0.00,45.0,-5.96
240047,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,15,0.994,18.3548,18.4647,-0.006,0.9758,0,99.26,0.00,49.5,-0.60
240047,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,15,0.9372,5.1285,5.4719,-0.0628,0.9868,0,93.35,0.00,44.8,-6.28
240047,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,15,0.9892,16.2842,16.4617,-0.0108,0.9697,0,98.77,0.00,49.1,-1.08
240050,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,1,1.0852,17.6437,16.2588,0.0852,0.9851,8515.47,108.40,8515.47,57.1,8.52
240050,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,5,1.033,20.0773,19.4366,0.033,0.9758,3298.25,103.15,3298.25,52.8,3.30
240050,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,27,0.9575,14.436,15.077,-0.0425,0.9697,0,95.61,0.00,46.5,-4.25
240052,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,25,0.9727,18.5767,19.099,-0.0273,0.9758,0,97.13,0.00,47.7,-2.73
240052,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,4,1.1127,5.5067,4.9488,0.1127,0.9868,11264.01,110.83,11264.01,59.4,11.27
240052,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,25,0.963,14.1821,14.7274,-0.037,0.9697,0,96.16,0.00,46.9,-3.70
240053,MN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,2,1.1061,13.0974,11.8414,0.1061,0.9723,10604.36,110.42,10604.36,58.8,10.61
240053,MN,CABG,READM-30-CABG-HRRP,MEDIUM,t,2,1.131,11.3134,10.0031,0.131,0.9862,13093.04,112.90,13093.04,60.9,13.10
240053,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,9,1.0057,15.799,15.7087,0.0057,0.9851,569.7,100.46,569.70,50.5,0.57
240053,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,4,1.0538,18.2825,17.3492,0.0538,0.9758,5377.14,105.23,5377.14,54.5,5.38
240053,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,1,1.25,6.935,5.5482,0.25,0.9868,24986.71,124.50,24986.71,70.8,25.00
240053,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,1,1.0721,14.7214,13.7316,0.0721,0.9697,7206.17,107.05,7206.17,56.0,7.21
240056,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,14,0.9464,9.8794,10.4391,-0.0536,0.9723,0,94.47,0.00,45.5,-5.36
240056,MN,COPD,READM-30-COPD-HRRP,LOW,f,22,0.9562,15.1601,15.8552,-0.0438,0.9851,0,95.51,0.00,46.4,-4.38
240056,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,7,1.0241,17.3099,16.9023,0.0241,0.9758,2408.72,102.26,2408.72,52.0,2.41
240056,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,19,0.9067,3.6922,4.0721,-0.0933,0.9868,0,90.31,0.00,42.2,-9.33
240056,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,7,1.0208,13.7407,13.4609,0.0208,0.9697,2078.89,101.93,2078.89,51.7,2.08
240057,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,9,0.9751,12.1725,12.4828,-0.0249,0.9723,0,97.34,0.00,47.9,-2.49
240057,MN,CABG,READM-30-CABG-HRRP,LOW,f,6,0.9676,9.5533,9.8735,-0.0324,0.9862,0,96.59,0.00,47.3,-3.24
240057,MN,COPD,READM-30-COPD-HRRP,LOW,f,15,0.9833,16.5611,16.8426,-0.0167,0.9851,0,98.22,0.00,48.6,-1.67
240057,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,28,0.9552,17.7007,18.5315,-0.0448,0.9758,0,95.38,0.00,46.3,-4.48
240057,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,14,0.9456,4.9481,5.2329,-0.0544,0.9868,0,94.18,0.00,45.5,-5.44
240057,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,19,0.9758,14.8757,15.2451,-0.0242,0.9697,0,97.44,0.00,48.0,-2.42
240064,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,34,0.9441,16.3553,17.3229,-0.0559,0.9758,0,94.27,0.00,45.3,-5.59
240064,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,11,1.0075,14.937,14.8254,0.0075,0.9697,749.6,100.60,749.60,50.6,0.75
240066,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,11,0.974,8.2745,8.4953,-0.026,0.9723,0,97.23,0.00,47.8,-2.60
240066,MN,COPD,READM-30-COPD-HRRP,LOW,f,19,0.9705,12.9334,13.3266,-0.0295,0.9851,0,96.94,0.00,47.5,-2.95
240066,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,26,0.9672,16.1964,16.7457,-0.0328,0.9758,0,96.58,0.00,47.3,-3.28
240066,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,7,1.0444,5.9933,5.7387,0.0444,0.9868,4437.64,104.03,4437.64,53.7,4.44
240066,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,10,1.0081,12.8457,12.743,0.0081,0.9697,809.57,100.66,809.57,50.7,0.81
240069,MN,COPD,READM-30-COPD-HRRP,LOW,f,14,0.9943,20.9059,21.0267,-0.0057,0.9851,0,99.32,0.00,49.5,-0.57
240069,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,16,0.9916,17.2986,17.4445,-0.0084,0.9758,0,99.02,0.00,49.3,-0.84
240069,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,22,0.8676,4.0653,4.6858,-0.1324,0.9868,0,86.42,0.00,39.0,-13.24
240069,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,37,0.9192,12.82,13.9463,-0.0808,0.9697,0,91.78,0.00,43.3,-8.08
240071,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,18,0.9884,16.9864,17.1851,-0.0116,0.9758,0,98.70,0.00,49.0,-1.16
240071,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,6,1.0231,14.4832,14.1556,0.0231,0.9697,2308.77,102.16,2308.77,51.9,2.31
240075,MN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,5,1.0001,11.9962,11.9952,0.0001,0.9723,9.99,99.83,9.99,50.0,0.01
240075,MN,COPD,READM-30-COPD-HRRP,LOW,f,21,0.9567,15.4242,16.1219,-0.0433,0.9851,0,95.56,0.00,46.4,-4.33
240075,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,13,0.9991,19.0319,19.0488,-0.0009,0.9758,0,99.77,0.00,49.9,-0.09
240075,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,8,1.0186,7.1378,7.0074,0.0186,0.9868,1859.01,101.46,1859.01,51.6,1.86
240075,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,4,1.0351,16.0847,15.5386,0.0351,0.9697,3508.13,103.36,3508.13,52.9,3.51
240076,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,29,0.9547,16.7627,17.5584,-0.0453,0.9758,0,95.33,0.00,46.2,-4.53
240076,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,21,0.8736,5.5027,6.2989,-0.1264,0.9868,0,87.01,0.00,39.5,-12.64
240076,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,29,0.9481,14.9133,15.7301,-0.0519,0.9697,0,94.67,0.00,45.7,-5.19
240078,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,17,0.9079,11.5344,12.7045,-0.0921,0.9723,0,90.63,0.00,42.3,-9.21
240078,MN,CABG,READM-30-CABG-HRRP,LOW,f,11,0.9105,9.3197,10.2361,-0.0895,0.9862,0,90.89,0.00,42.5,-8.95
240078,MN,COPD,READM-30-COPD-HRRP,LOW,f,26,0.9455,18.7369,19.8175,-0.0545,0.9851,0,94.44,0.00,45.5,-5.45
240078,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,40,0.8972,17.4281,19.4256,-0.1028,0.9758,0,89.59,0.00,41.4,-10.28
240078,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,5,1.09,6.3762,5.85,0.09,0.9868,8995.22,108.57,8995.22,57.5,8.99
240078,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,33,0.9297,14.866,15.9899,-0.0703,0.9697,0,92.83,0.00,44.1,-7.03
240080,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,7,0.9874,14.638,14.825,-0.0126,0.9723,0,98.57,0.00,49.0,-1.26
240080,MN,CABG,READM-30-CABG-HRRP,LOW,f,12,0.9059,10.6567,11.7639,-0.0941,0.9862,0,90.43,0.00,42.2,-9.41
240080,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,6,1.0273,19.8375,19.31,0.0273,0.9851,2728.55,102.61,2728.55,52.3,2.73
240080,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,38,0.9369,21.2908,22.7239,-0.0631,0.9758,0,93.56,0.00,44.7,-6.31
240080,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,13,0.9632,5.5231,5.7342,-0.0368,0.9868,0,95.94,0.00,46.9,-3.68
240080,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,26,0.9599,18.2553,19.0181,-0.0401,0.9697,0,95.85,0.00,46.7,-4.01
240084,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,9,1.0123,18.8827,18.6532,0.0123,0.9758,1229.35,101.08,1229.35,51.0,1.23
240088,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,3,1.0541,18.7815,17.8174,0.0541,0.9758,5407.12,105.26,5407.12,54.5,5.41
240088,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,28,0.9568,14.0123,14.6443,-0.0432,0.9697,0,95.54,0.00,46.4,-4.32
240093,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,18,0.9077,12.4111,13.6729,-0.0923,0.9723,0,90.61,0.00,42.3,-9.23
240093,MN,COPD,READM-30-COPD-HRRP,LOW,f,31,0.8814,18.077,20.5083,-0.1186,0.9851,0,88.04,0.00,40.1,-11.86
240093,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,43,0.869,17.5828,20.2331,-0.131,0.9758,0,86.78,0.00,39.1,-13.10
240093,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,23,0.8185,4.9342,6.0282,-0.1815,0.9868,0,81.53,0.00,34.9,-18.15
240093,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,43,0.8625,14.0603,16.302,-0.1375,0.9697,0,86.12,0.00,38.5,-13.75
240100,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,12,0.9672,12.5548,12.9811,-0.0328,0.9723,0,96.55,0.00,47.3,-3.28
240100,MN,COPD,READM-30-COPD-HRRP,LOW,f,24,0.9508,20.05,21.0886,-0.0492,0.9851,0,94.97,0.00,45.9,-4.92
240100,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,37,0.9377,18.9009,20.1573,-0.0623,0.9758,0,93.64,0.00,44.8,-6.23
240100,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,35,0.9226,15.3977,16.6895,-0.0774,0.9697,0,92.12,0.00,43.6,-7.74
240101,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,11,1.003,15.229,15.1832,0.003,0.9851,299.84,100.19,299.84,50.3,0.30
240101,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,12,1.0001,19.3445,19.3419,0.0001,0.9758,9.99,99.87,9.99,50.0,0.01
240101,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,34,0.9256,12.2273,13.2097,-0.0744,0.9697,0,92.42,0.00,43.8,-7.44
240104,MN,COPD,READM-30-COPD-HRRP,LOW,f,17,0.9755,16.2282,16.6364,-0.0245,0.9851,0,97.44,0.00,48.0,-2.45
240104,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,20,0.9872,17.9632,18.1963,-0.0128,0.9758,0,98.58,0.00,48.9,-1.28
240104,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,11,0.9786,5.7983,5.925,-0.0214,0.9868,0,97.47,0.00,48.2,-2.14
240104,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,5,1.0272,14.6529,14.2656,0.0272,0.9697,2718.55,102.57,2718.55,52.3,2.71
240106,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,15,0.9215,10.3547,11.2369,-0.0785,0.9723,0,91.99,0.00,43.5,-7.85
240106,MN,CABG,READM-30-CABG-HRRP,MEDIUM,t,1,1.162,11.9315,10.2681,0.162,0.9862,16191.39,115.99,16191.39,63.5,16.20
240106,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,8,1.0063,18.0517,17.9388,0.0063,0.9851,629.67,100.52,629.67,50.5,0.63
240106,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,42,0.8751,16.4752,18.8273,-0.1249,0.9758,0,87.38,0.00,39.6,-12.49
240106,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,9,1.0002,7.1335,7.1319,0.0002,0.9868,19.99,99.62,19.99,50.0,0.02
240106,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,18,0.9779,14.8323,15.1681,-0.0221,0.9697,0,97.64,0.00,48.2,-2.21
240115,MN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,4,1.0569,13.8089,13.0659,0.0569,0.9723,5686.98,105.50,5686.98,54.7,5.69
240115,MN,CABG,READM-30-CABG-HRRP,MEDIUM,t,3,1.0315,11.7706,11.4112,0.0315,0.9862,3148.33,102.97,3148.33,52.6,3.15
240115,MN,COPD,READM-30-COPD-HRRP,MEDIUM,t,2,1.0694,19.0905,17.8509,0.0694,0.9851,6936.31,106.82,6936.31,55.8,6.94
240115,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,22,0.9785,18.0741,18.4704,-0.0215,0.9758,0,97.71,0.00,48.2,-2.15
240115,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,24,0.8047,3.907,4.8555,-0.1953,0.9868,0,80.15,0.00,33.7,-19.53
240115,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,30,0.9463,14.3836,15.1992,-0.0537,0.9697,0,94.49,0.00,45.5,-5.37
240141,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,8,1.0159,19.7268,19.4185,0.0159,0.9758,1589.15,101.44,1589.15,51.3,1.59
310119,NJ,COPD,READM-30-COPD-HRRP,MEDIUM,t,28,1.0214,23.6106,23.1162,0.0214,1.0212,2138.86,102.02,2138.86,51.8,2.14
240141,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,23,0.9729,13.4952,13.8712,-0.0271,0.9697,0,97.15,0.00,47.7,-2.71
240166,MN,COPD,READM-30-COPD-HRRP,LOW,f,20,0.9648,16.4244,17.0229,-0.0352,0.9851,0,96.37,0.00,47.1,-3.52
240166,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,35,0.9429,17.8024,18.8815,-0.0571,0.9758,0,94.15,0.00,45.2,-5.72
240166,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,31,0.941,14.5601,15.4735,-0.059,0.9697,0,93.96,0.00,45.1,-5.90
240187,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,10,1.0111,15.8655,15.692,0.0111,0.9758,1109.41,100.96,1109.41,50.9,1.11
240187,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,20,0.9756,14.1203,14.4729,-0.0244,0.9697,0,97.42,0.00,48.0,-2.44
240207,MN,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,3,1.0574,13.3908,12.6639,0.0574,0.9723,5736.95,105.55,5736.95,54.8,5.74
240207,MN,COPD,READM-30-COPD-HRRP,LOW,f,28,0.9414,16.5437,17.5731,-0.0586,0.9851,0,94.03,0.00,45.1,-5.86
240207,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,31,0.9491,17.2284,18.1523,-0.0509,0.9758,0,94.77,0.00,45.8,-5.09
240207,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,40,0.9014,13.4576,14.9295,-0.0986,0.9697,0,90.01,0.00,41.8,-9.86
240210,MN,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,19,0.907,11.9507,13.1756,-0.093,0.9723,0,90.54,0.00,42.3,-9.30
240210,MN,CABG,READM-30-CABG-HRRP,LOW,f,13,0.9029,8.4217,9.3278,-0.0971,0.9862,0,90.13,0.00,41.9,-9.71
240210,MN,COPD,READM-30-COPD-HRRP,LOW,f,27,0.9418,15.9011,16.884,-0.0582,0.9851,0,94.07,0.00,45.2,-5.82
240210,MN,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,6,1.0322,19.6104,18.9979,0.0322,0.9758,3218.29,103.07,3218.29,52.7,3.22
240210,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,36,0.9204,14.3069,15.544,-0.0796,0.9697,0,91.90,0.00,43.4,-7.96
240213,MN,COPD,READM-30-COPD-HRRP,LOW,f,12,0.9996,17.151,17.1585,-0.0004,0.9851,0,99.85,0.00,50.0,-0.04
240213,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,14,0.9956,18.1546,18.2346,-0.0044,0.9758,0,99.42,0.00,49.6,-0.44
240213,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,18,0.9143,6.8756,7.5202,-0.0857,0.9868,0,91.07,0.00,42.9,-8.57
240213,MN,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,3,1.0377,15.3929,14.8335,0.0377,0.9697,3768,103.62,3768.00,53.1,3.77
240214,MN,COPD,READM-30-COPD-HRRP,LOW,f,13,0.9949,14.5351,14.6102,-0.0051,0.9851,0,99.38,0.00,49.6,-0.51
240214,MN,Heart Failure,READM-30-HF-HRRP,LOW,f,23,0.9759,16.4603,16.8667,-0.0241,0.9758,0,97.45,0.00,48.0,-2.41
240214,MN,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,10,0.9891,5.4518,5.512,-0.0109,0.9868,0,98.52,0.00,49.1,-1.09
240214,MN,Pneumonia,READM-30-PN-HRRP,LOW,f,32,0.9357,12.0821,12.9124,-0.0643,0.9697,0,93.43,0.00,44.6,-6.43
250001,MS,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,5,1.0696,14.7589,13.799,0.0696,1.0132,6956.3,106.77,6956.30,55.8,6.96
250001,MS,CABG,READM-30-CABG-HRRP,MEDIUM,t,2,1.0865,12.5664,11.5659,0.0865,0.9995,8645.4,108.46,8645.40,57.2,8.65
250001,MS,COPD,READM-30-COPD-HRRP,MEDIUM,t,14,1.0187,19.801,19.4376,0.0187,1.0106,1869.01,101.75,1869.01,51.6,1.87
250001,MS,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,17,1.043,20.9951,20.1287,0.043,1.0234,4297.71,104.15,4297.71,53.6,4.30
250001,MS,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,11,0.9096,5.7604,6.3328,-0.0904,0.9883,0,90.60,0.00,42.5,-9.04
250001,MS,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,28,1.0088,16.7089,16.5637,0.0088,1.0201,879.53,100.73,879.53,50.7,0.88
250002,MS,COPD,READM-30-COPD-HRRP,LOW,f,29,0.985,15.0456,15.2754,-0.015,1.0106,0,98.39,0.00,48.8,-1.50
250002,MS,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,31,1.0034,19.9222,19.8546,0.0034,1.0234,339.82,100.20,339.82,50.3,0.34
250002,MS,Pneumonia,READM-30-PN-HRRP,LOW,f,46,0.9479,13.6145,14.3628,-0.0521,1.0201,0,94.65,0.00,45.7,-5.21
250004,MS,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,18,0.941,11.2076,11.9108,-0.059,1.0132,0,93.94,0.00,45.1,-5.90
250004,MS,CABG,READM-30-CABG-HRRP,LOW,f,12,0.9399,9.4344,10.0374,-0.0601,0.9995,0,93.82,0.00,45.0,-6.01
250004,MS,COPD,READM-30-COPD-HRRP,LOW,f,37,0.9138,17.7938,19.472,-0.0862,1.0106,0,91.28,0.00,42.8,-8.62
250004,MS,Heart Failure,READM-30-HF-HRRP,LOW,f,40,0.9807,18.9371,19.3092,-0.0193,1.0234,0,97.93,0.00,48.4,-1.93
250004,MS,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,12,0.8584,5.3425,6.2235,-0.1416,0.9883,0,85.50,0.00,38.2,-14.16
250004,MS,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,19,1.0385,16.5252,15.9132,0.0385,1.0201,3847.95,103.70,3847.95,53.2,3.85
250006,MS,COPD,READM-30-COPD-HRRP,LOW,f,34,0.9621,18.2272,18.945,-0.0379,1.0106,0,96.10,0.00,46.8,-3.79
250006,MS,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,27,1.0088,18.0614,17.9038,0.0088,1.0234,879.53,100.74,879.53,50.7,0.88
